valid_time,latitude,longitude,number,expver,d2m,t2m,skt,stl1,stl2,stl3,stl4
2006-08-01,45.7,3.1,0,0001,283.7223,287.95178,288.15204,288.8645,289.06683,289.38116,287.68442
2006-08-01,45.7,3.2,0,0001,284.1344,288.52795,288.58368,289.31567,289.5219,289.846,288.10434
2006-08-01,45.6,3.1,0,0001,283.693,287.79163,287.9665,288.65552,288.8598,289.17218,287.49106
2006-08-01,45.6,3.2,0,0001,284.11682,288.42834,288.45477,289.17114,289.37933,289.6917,287.9481
2006-09-01,45.7,3.1,0,0001,285.48483,289.62665,289.29065,289.58176,289.4575,289.10233,288.2956
2006-09-01,45.7,3.2,0,0001,285.8032,290.04852,289.60315,289.93137,289.81686,289.48514,288.70966
2006-09-01,45.6,3.1,0,0001,285.39304,289.42157,289.06018,289.34543,289.2231,288.88162,288.09247
2006-09-01,45.6,3.2,0,0001,285.73093,289.904,289.4254,289.75754,289.64108,289.32108,288.55145
2006-10-01,45.7,3.1,0,0001,282.7022,286.61493,286.04413,286.54675,286.73822,287.2676,288.20267
2006-10-01,45.7,3.2,0,0001,283.04596,286.95087,286.21014,286.74792,286.95697,287.55276,288.58157
2006-10-01,45.6,3.1,0,0001,282.61432,286.39423,285.78632,286.28308,286.4843,287.0352,287.99173
2006-10-01,45.6,3.2,0,0001,282.97174,286.77118,285.9875,286.52722,286.74603,287.36722,288.4175
2006-11-01,45.7,3.1,0,0001,277.50513,280.50467,279.87564,280.71732,281.42242,283.4254,286.79962
2006-11-01,45.7,3.2,0,0001,277.8313,280.80936,280.07877,280.9009,281.60602,283.6422,287.11798
2006-11-01,45.6,3.1,0,0001,277.37817,280.29373,279.62564,280.4302,281.13336,283.14417,286.56525
2006-11-01,45.6,3.2,0,0001,277.71997,280.62772,279.85416,280.66068,281.36578,283.4137,286.93243
2006-12-01,45.7,3.1,0,0001,272.7401,275.928,274.7285,275.97513,276.91345,279.94476,284.5248
2006-12-01,45.7,3.2,0,0001,273.10144,276.09207,274.7695,276.05716,277.01306,280.10687,284.79825
2006-12-01,45.6,3.1,0,0001,272.60925,275.79324,274.50192,275.82474,276.7611,279.7514,284.28848
2006-12-01,45.6,3.2,0,0001,272.98035,275.97098,274.51755,275.86575,276.8275,279.91547,284.6049
2007-01-01,45.7,3.1,0,0001,274.6231,276.71796,275.96832,278.4895,278.62402,279.12332,281.69855
2007-01-01,45.7,3.2,0,0001,274.92194,277.07538,276.04254,278.59302,278.7373,279.2581,281.89777
2007-01-01,45.6,3.1,0,0001,274.40045,276.40155,275.60114,278.2356,278.37598,278.90262,281.48956
2007-01-01,45.6,3.2,0,0001,274.7071,276.76093,275.67926,278.28442,278.43652,279.00027,281.69464
2007-02-01,45.7,3.1,0,0001,274.83514,278.0515,277.2875,277.77716,277.8459,278.35132,280.31772
2007-02-01,45.7,3.2,0,0001,275.14764,278.40308,277.46915,277.9842,278.03534,278.50757,280.48178
2007-02-01,45.6,3.1,0,0001,274.7121,277.74292,276.975,277.5428,277.61932,278.14233,280.1146
2007-02-01,45.6,3.2,0,0001,275.0285,278.114,277.18008,277.7381,277.7912,278.26538,280.26303
2007-03-01,45.7,3.1,0,0001,274.30835,278.1068,277.61493,278.4153,278.61923,279.12024,279.76816
2007-03-01,45.7,3.2,0,0001,274.78687,278.6322,277.95087,278.7493,278.9337,279.3839,279.95956
2007-03-01,45.6,3.1,0,0001,274.2517,277.97986,277.404,278.2825,278.47275,278.9347,279.5533
2007-03-01,45.6,3.2,0,0001,274.7478,278.5443,277.8122,278.64578,278.81454,279.21204,279.7369
2007-04-01,45.7,3.1,0,0001,280.00568,285.37726,285.02667,284.68735,283.82452,281.61475,279.68835
2007-04-01,45.7,3.2,0,0001,280.56818,285.91046,285.30988,285.03305,284.16632,281.94873,279.9403
2007-04-01,45.6,3.1,0,0001,279.98615,285.3011,284.79034,284.4686,283.61554,281.4292,279.50085
2007-04-01,45.6,3.2,0,0001,280.58966,285.88507,285.12433,284.86313,284.00226,281.79834,279.75867
2007-05-01,45.7,3.1,0,0001,281.87994,286.30206,286.484,286.66772,286.29425,284.98755,281.72217
2007-05-01,45.7,3.2,0,0001,282.31354,286.7923,286.8258,287.0349,286.65363,285.31958,282.01904
2007-05-01,45.6,3.1,0,0001,281.80377,286.1009,286.25745,286.42554,286.05206,284.75317,281.5171
2007-05-01,45.6,3.2,0,0001,282.253,286.638,286.6305,286.8435,286.4583,285.12622,281.8413
2007-06-01,45.7,3.1,0,0001,284.73108,288.69055,288.8569,288.93634,288.45734,287.03552,283.79495
2007-06-01,45.7,3.2,0,0001,285.18225,289.25305,289.27682,289.38556,288.9007,287.45154,284.1426
2007-06-01,45.6,3.1,0,0001,284.69788,288.5597,288.72995,288.7918,288.3011,286.85583,283.58597
2007-06-01,45.6,3.2,0,0001,285.1725,289.17883,289.17722,289.2801,288.7874,287.31287,283.96683
2007-07-01,45.7,3.1,0,0001,284.23615,289.54645,289.7641,289.90765,289.4786,288.10815,285.5944
2007-07-01,45.7,3.2,0,0001,284.6463,290.12067,290.12347,290.31195,289.8868,288.52026,285.98502
2007-07-01,45.6,3.1,0,0001,284.20685,289.38824,289.57074,289.70648,289.2794,287.90698,285.39322
2007-07-01,45.6,3.2,0,0001,284.63068,290.01715,289.96722,290.16156,289.73447,288.364,285.82095
2007-08-01,45.7,3.1,0,0001,284.95673,289.17538,289.22342,289.57962,289.41916,288.82037,287.1338
2007-08-01,45.7,3.2,0,0001,285.36102,289.69492,289.5574,289.9507,289.79416,289.20905,287.53027
2007-08-01,45.6,3.1,0,0001,284.9001,289.0543,289.04764,289.3843,289.2219,288.6192,286.93066
2007-08-01,45.6,3.2,0,0001,285.32587,289.63242,289.43045,289.81985,289.6594,289.06256,287.3662
2007-09-01,45.7,3.1,0,0001,281.82285,285.54953,285.5299,286.23828,286.5103,287.32947,287.6112
2007-09-01,45.7,3.2,0,0001,282.15878,285.9753,285.80334,286.53125,286.8072,287.64978,287.9862
2007-09-01,45.6,3.1,0,0001,281.71152,285.3464,285.33264,286.02734,286.30133,287.12634,287.40613
2007-09-01,45.6,3.2,0,0001,282.06894,285.82492,285.651,286.375,286.65094,287.49548,287.828
2007-10-01,45.7,3.1,0,0001,279.44373,282.19943,282.1533,283.03094,283.59314,285.06213,287.02808
2007-10-01,45.7,3.2,0,0001,279.7035,282.5002,282.3408,283.23602,283.8119,285.3297,287.36792
2007-10-01,45.6,3.1,0,0001,279.25427,281.9338,281.874,282.7458,283.31775,284.818,286.8191
2007-10-01,45.6,3.2,0,0001,279.54138,282.2678,282.08688,282.9743,283.56384,285.11877,287.20386
2007-11-01,45.7,3.1,0,0001,274.3608,276.51068,276.2151,277.16455,277.8945,280.2283,284.7403
2007-11-01,45.7,3.2,0,0001,274.6284,276.77045,276.40063,277.36963,278.10544,280.44705,285.0157
2007-11-01,45.6,3.1,0,0001,274.13815,276.25092,275.96313,276.97314,277.6992,280.01736,284.51764
2007-11-01,45.6,3.2,0,0001,274.42526,276.54388,276.17798,277.18604,277.9199,280.25565,284.83014
2007-12-01,45.7,3.1,0,0001,272.23517,274.9249,273.25775,274.69702,275.38586,277.5576,281.93387
2007-12-01,45.7,3.2,0,0001,272.53986,275.1417,273.45502,274.89038,275.57532,277.76657,282.17215
2007-12-01,45.6,3.1,0,0001,272.10626,274.7628,273.039,274.73804,275.40735,277.499,281.74442
2007-12-01,45.6,3.2,0,0001,272.43634,275.0128,273.18744,274.8103,275.4933,277.63962,281.99442
